"","X","q","user_id","party","response_1","response_2","response_3","truth","set","network","pair_id","experiment","remove_extreme","pre_influence","post_influence","is_central","task","trial","dataset","group_id","subject","confidence"
"6211",6211,"Soldiers",469,"Repub",5000,4400,4400,4486,"C","decentralized",2,2,"",5000,4400,NA,"Soldiers","C2decentralized2Repub","becker 2019","decentralizedSoldiersC2decentralized2Repub","469C2decentralized2Repub",NA
"6212",6212,"Soldiers",461,"Repub",4500,4250,5525,4486,"C","decentralized",2,2,"",4500,5525,NA,"Soldiers","C2decentralized2Repub","becker 2019","decentralizedSoldiersC2decentralized2Repub","461C2decentralized2Repub",NA
"6213",6213,"Immigration",459,"Repub",15,10,11,-27.8,"C","decentralized",2,2,"",15,11,NA,"Immigration","C2decentralized2Repub","becker 2019","decentralizedImmigrationC2decentralized2Repub","459C2decentralized2Repub",NA
"6214",6214,"Immigration",488,"Repub",10,15,15,-27.8,"C","decentralized",2,2,"",10,15,NA,"Immigration","C2decentralized2Repub","becker 2019","decentralizedImmigrationC2decentralized2Repub","488C2decentralized2Repub",NA
"6215",6215,"Unemployment",473,"Repub",-19,-7,-6,-46,"C","decentralized",2,2,"",-19,-6,NA,"Unemployment","C2decentralized2Repub","becker 2019","decentralizedUnemploymentC2decentralized2Repub","473C2decentralized2Repub",NA
"6216",6216,"Immigration",469,"Repub",20,73,73,-27.8,"C","decentralized",2,2,"",20,73,NA,"Immigration","C2decentralized2Repub","becker 2019","decentralizedImmigrationC2decentralized2Repub","469C2decentralized2Repub",NA
"6217",6217,"Unemployment",465,"Repub",11,11,11,-46,"C","decentralized",2,2,"",11,11,NA,"Unemployment","C2decentralized2Repub","becker 2019","decentralizedUnemploymentC2decentralized2Repub","465C2decentralized2Repub",NA
"6218",6218,"Soldiers",481,"Repub",600,4000,4424,4486,"C","decentralized",2,2,"",600,4424,NA,"Soldiers","C2decentralized2Repub","becker 2019","decentralizedSoldiersC2decentralized2Repub","481C2decentralized2Repub",NA
"6219",6219,"Military",468,"Repub",40,30,32,15,"C","decentralized",2,2,"",40,32,NA,"Military","C2decentralized2Repub","becker 2019","decentralizedMilitaryC2decentralized2Repub","468C2decentralized2Repub",NA
"6220",6220,"Soldiers",472,"Repub",4000,4400,4400,4486,"C","decentralized",2,2,"",4000,4400,NA,"Soldiers","C2decentralized2Repub","becker 2019","decentralizedSoldiersC2decentralized2Repub","472C2decentralized2Repub",NA
"6221",6221,"Soldiers",488,"Repub",10000,10000,10000,4486,"C","decentralized",2,2,"",10000,10000,NA,"Soldiers","C2decentralized2Repub","becker 2019","decentralizedSoldiersC2decentralized2Repub","488C2decentralized2Repub",NA
"6222",6222,"Unemployment",460,"Repub",-6,6,-6,-46,"C","decentralized",2,2,"",-6,-6,NA,"Unemployment","C2decentralized2Repub","becker 2019","decentralizedUnemploymentC2decentralized2Repub","460C2decentralized2Repub",NA
"6223",6223,"Unemployment",470,"Repub",-7,7,7,-46,"C","decentralized",2,2,"",-7,7,NA,"Unemployment","C2decentralized2Repub","becker 2019","decentralizedUnemploymentC2decentralized2Repub","470C2decentralized2Repub",NA
"6224",6224,"Immigration",482,"Repub",40,40,40,-27.8,"C","decentralized",2,2,"",40,40,NA,"Immigration","C2decentralized2Repub","becker 2019","decentralizedImmigrationC2decentralized2Repub","482C2decentralized2Repub",NA
"6225",6225,"Military",473,"Repub",43,29,17,15,"C","decentralized",2,2,"",43,17,NA,"Military","C2decentralized2Repub","becker 2019","decentralizedMilitaryC2decentralized2Repub","473C2decentralized2Repub",NA
"6226",6226,"Unemployment",461,"Repub",30,9.2,-2.87,-46,"C","decentralized",2,2,"",30,-2.87,NA,"Unemployment","C2decentralized2Repub","becker 2019","decentralizedUnemploymentC2decentralized2Repub","461C2decentralized2Repub",NA
"6227",6227,"Military",459,"Repub",12,12,12,15,"C","decentralized",2,2,"",12,12,NA,"Military","C2decentralized2Repub","becker 2019","decentralizedMilitaryC2decentralized2Repub","459C2decentralized2Repub",NA
"6228",6228,"Soldiers",467,"Repub",6500,4500,4500,4486,"C","decentralized",2,2,"",6500,4500,NA,"Soldiers","C2decentralized2Repub","becker 2019","decentralizedSoldiersC2decentralized2Repub","467C2decentralized2Repub",NA
"6229",6229,"Immigration",487,"Repub",2,2,2,-27.8,"C","decentralized",2,2,"",2,2,NA,"Immigration","C2decentralized2Repub","becker 2019","decentralizedImmigrationC2decentralized2Repub","487C2decentralized2Repub",NA
"6230",6230,"Unemployment",462,"Repub",-15,-10,-10,-46,"C","decentralized",2,2,"",-15,-10,NA,"Unemployment","C2decentralized2Repub","becker 2019","decentralizedUnemploymentC2decentralized2Repub","462C2decentralized2Repub",NA
"6231",6231,"Unemployment",480,"Repub",2,5,NA,-46,"C","decentralized",2,2,"",2,NA,NA,"Unemployment","C2decentralized2Repub","becker 2019","decentralizedUnemploymentC2decentralized2Repub","480C2decentralized2Repub",NA
"6232",6232,"Unemployment",459,"Repub",4,7,-6,-46,"C","decentralized",2,2,"",4,-6,NA,"Unemployment","C2decentralized2Repub","becker 2019","decentralizedUnemploymentC2decentralized2Repub","459C2decentralized2Repub",NA
"6233",6233,"Military",488,"Repub",10,15,15,15,"C","decentralized",2,2,"",10,15,NA,"Military","C2decentralized2Repub","becker 2019","decentralizedMilitaryC2decentralized2Repub","488C2decentralized2Repub",NA
"6234",6234,"Military",465,"Repub",20,25,25,15,"C","decentralized",2,2,"",20,25,NA,"Military","C2decentralized2Repub","becker 2019","decentralizedMilitaryC2decentralized2Repub","465C2decentralized2Repub",NA
"6235",6235,"Military",470,"Repub",15,15,12,15,"C","decentralized",2,2,"",15,12,NA,"Military","C2decentralized2Repub","becker 2019","decentralizedMilitaryC2decentralized2Repub","470C2decentralized2Repub",NA
"6236",6236,"Soldiers",460,"Repub",3000,4000,4000,4486,"C","decentralized",2,2,"",3000,4000,NA,"Soldiers","C2decentralized2Repub","becker 2019","decentralizedSoldiersC2decentralized2Repub","460C2decentralized2Repub",NA
"6237",6237,"Immigration",477,"Repub",-20,-22,-22,-27.8,"C","decentralized",2,2,"",-20,-22,NA,"Immigration","C2decentralized2Repub","becker 2019","decentralizedImmigrationC2decentralized2Repub","477C2decentralized2Repub",NA
"6238",6238,"Soldiers",465,"Repub",50000,7000,7000,4486,"C","decentralized",2,2,"",50000,7000,NA,"Soldiers","C2decentralized2Repub","becker 2019","decentralizedSoldiersC2decentralized2Repub","465C2decentralized2Repub",NA
"6239",6239,"Military",484,"Repub",25,20,20,15,"C","decentralized",2,2,"",25,20,NA,"Military","C2decentralized2Repub","becker 2019","decentralizedMilitaryC2decentralized2Repub","484C2decentralized2Repub",NA
"6240",6240,"Soldiers",486,"Repub",460000,6e+05,5e+05,4486,"C","decentralized",2,2,"",460000,5e+05,NA,"Soldiers","C2decentralized2Repub","becker 2019","decentralizedSoldiersC2decentralized2Repub","486C2decentralized2Repub",NA
"6241",6241,"Soldiers",484,"Repub",15000,15000,15000,4486,"C","decentralized",2,2,"",15000,15000,NA,"Soldiers","C2decentralized2Repub","becker 2019","decentralizedSoldiersC2decentralized2Repub","484C2decentralized2Repub",NA
"6242",6242,"Military",489,"Repub",7,34,30,15,"C","decentralized",2,2,"",7,30,NA,"Military","C2decentralized2Repub","becker 2019","decentralizedMilitaryC2decentralized2Repub","489C2decentralized2Repub",NA
"6243",6243,"Soldiers",479,"Repub",1138,4500,4480,4486,"C","decentralized",2,2,"",1138,4480,NA,"Soldiers","C2decentralized2Repub","becker 2019","decentralizedSoldiersC2decentralized2Repub","479C2decentralized2Repub",NA
"6244",6244,"Immigration",461,"Repub",6.75,37.25,12.25,-27.8,"C","decentralized",2,2,"",6.75,12.25,NA,"Immigration","C2decentralized2Repub","becker 2019","decentralizedImmigrationC2decentralized2Repub","461C2decentralized2Repub",NA
"6245",6245,"Military",456,"Repub",NA,NA,NA,15,"C","decentralized",2,2,"",NA,NA,NA,"Military","C2decentralized2Repub","becker 2019","decentralizedMilitaryC2decentralized2Repub","456C2decentralized2Repub",NA
"6246",6246,"Unemployment",474,"Repub",-10,-10,-15,-46,"C","decentralized",2,2,"",-10,-15,NA,"Unemployment","C2decentralized2Repub","becker 2019","decentralizedUnemploymentC2decentralized2Repub","474C2decentralized2Repub",NA
"6247",6247,"Immigration",468,"Repub",15,40,35,-27.8,"C","decentralized",2,2,"",15,35,NA,"Immigration","C2decentralized2Repub","becker 2019","decentralizedImmigrationC2decentralized2Repub","468C2decentralized2Repub",NA
"6248",6248,"Immigration",483,"Repub",17,20,21,-27.8,"C","decentralized",2,2,"",17,21,NA,"Immigration","C2decentralized2Repub","becker 2019","decentralizedImmigrationC2decentralized2Repub","483C2decentralized2Repub",NA
"6249",6249,"Military",474,"Repub",15,25,27,15,"C","decentralized",2,2,"",15,27,NA,"Military","C2decentralized2Repub","becker 2019","decentralizedMilitaryC2decentralized2Repub","474C2decentralized2Repub",NA
"6250",6250,"Military",475,"Repub",10,12,15,15,"C","decentralized",2,2,"",10,15,NA,"Military","C2decentralized2Repub","becker 2019","decentralizedMilitaryC2decentralized2Repub","475C2decentralized2Repub",NA
"6251",6251,"Immigration",460,"Repub",5,5,5,-27.8,"C","decentralized",2,2,"",5,5,NA,"Immigration","C2decentralized2Repub","becker 2019","decentralizedImmigrationC2decentralized2Repub","460C2decentralized2Repub",NA
"6252",6252,"Immigration",455,"Repub",65,10,15,-27.8,"C","decentralized",2,2,"",65,15,NA,"Immigration","C2decentralized2Repub","becker 2019","decentralizedImmigrationC2decentralized2Repub","455C2decentralized2Repub",NA
"6253",6253,"Military",462,"Repub",40,30,30,15,"C","decentralized",2,2,"",40,30,NA,"Military","C2decentralized2Repub","becker 2019","decentralizedMilitaryC2decentralized2Repub","462C2decentralized2Repub",NA
"6254",6254,"Military",485,"Repub",45,54,54,15,"C","decentralized",2,2,"",45,54,NA,"Military","C2decentralized2Repub","becker 2019","decentralizedMilitaryC2decentralized2Repub","485C2decentralized2Repub",NA
"6255",6255,"Military",461,"Repub",45,45,45,15,"C","decentralized",2,2,"",45,45,NA,"Military","C2decentralized2Repub","becker 2019","decentralizedMilitaryC2decentralized2Repub","461C2decentralized2Repub",NA
"6256",6256,"Immigration",474,"Repub",200,100,50,-27.8,"C","decentralized",2,2,"",200,50,NA,"Immigration","C2decentralized2Repub","becker 2019","decentralizedImmigrationC2decentralized2Repub","474C2decentralized2Repub",NA
"6257",6257,"Military",467,"Repub",12,25,25,15,"C","decentralized",2,2,"",12,25,NA,"Military","C2decentralized2Repub","becker 2019","decentralizedMilitaryC2decentralized2Repub","467C2decentralized2Repub",NA
"6258",6258,"Unemployment",481,"Repub",8,NA,0.3,-46,"C","decentralized",2,2,"",8,0.3,NA,"Unemployment","C2decentralized2Repub","becker 2019","decentralizedUnemploymentC2decentralized2Repub","481C2decentralized2Repub",NA
"6259",6259,"Soldiers",455,"Repub",2000,3000,4000,4486,"C","decentralized",2,2,"",2000,4000,NA,"Soldiers","C2decentralized2Repub","becker 2019","decentralizedSoldiersC2decentralized2Repub","455C2decentralized2Repub",NA
"6260",6260,"Military",455,"Repub",40,32.5,45,15,"C","decentralized",2,2,"",40,45,NA,"Military","C2decentralized2Repub","becker 2019","decentralizedMilitaryC2decentralized2Repub","455C2decentralized2Repub",NA
"6261",6261,"Unemployment",484,"Repub",45,30,30,-46,"C","decentralized",2,2,"",45,30,NA,"Unemployment","C2decentralized2Repub","becker 2019","decentralizedUnemploymentC2decentralized2Repub","484C2decentralized2Repub",NA
"6262",6262,"Military",486,"Repub",15,20,13,15,"C","decentralized",2,2,"",15,13,NA,"Military","C2decentralized2Repub","becker 2019","decentralizedMilitaryC2decentralized2Repub","486C2decentralized2Repub",NA
"6263",6263,"Soldiers",468,"Repub",3000,3200,3100,4486,"C","decentralized",2,2,"",3000,3100,NA,"Soldiers","C2decentralized2Repub","becker 2019","decentralizedSoldiersC2decentralized2Repub","468C2decentralized2Repub",NA
"6264",6264,"Soldiers",485,"Repub",3711,4200,4200,4486,"C","decentralized",2,2,"",3711,4200,NA,"Soldiers","C2decentralized2Repub","becker 2019","decentralizedSoldiersC2decentralized2Repub","485C2decentralized2Repub",NA
"6265",6265,"Unemployment",485,"Repub",5,7,5,-46,"C","decentralized",2,2,"",5,5,NA,"Unemployment","C2decentralized2Repub","becker 2019","decentralizedUnemploymentC2decentralized2Repub","485C2decentralized2Repub",NA
"6266",6266,"Unemployment",464,"Repub",-10,-10,-10,-46,"C","decentralized",2,2,"",-10,-10,NA,"Unemployment","C2decentralized2Repub","becker 2019","decentralizedUnemploymentC2decentralized2Repub","464C2decentralized2Repub",NA
"6267",6267,"Soldiers",489,"Repub",4800,4800,160000,4486,"C","decentralized",2,2,"",4800,160000,NA,"Soldiers","C2decentralized2Repub","becker 2019","decentralizedSoldiersC2decentralized2Repub","489C2decentralized2Repub",NA
"6268",6268,"Soldiers",462,"Repub",465,700,1000,4486,"C","decentralized",2,2,"",465,1000,NA,"Soldiers","C2decentralized2Repub","becker 2019","decentralizedSoldiersC2decentralized2Repub","462C2decentralized2Repub",NA
"6269",6269,"Military",471,"Repub",30,30,30,15,"C","decentralized",2,2,"",30,30,NA,"Military","C2decentralized2Repub","becker 2019","decentralizedMilitaryC2decentralized2Repub","471C2decentralized2Repub",NA
"6270",6270,"Unemployment",463,"Repub",100,1.5,1.6,-46,"C","decentralized",2,2,"",100,1.6,NA,"Unemployment","C2decentralized2Repub","becker 2019","decentralizedUnemploymentC2decentralized2Repub","463C2decentralized2Repub",NA
"6271",6271,"Soldiers",459,"Repub",1200,3000,3000,4486,"C","decentralized",2,2,"",1200,3000,NA,"Soldiers","C2decentralized2Repub","becker 2019","decentralizedSoldiersC2decentralized2Repub","459C2decentralized2Repub",NA
"6272",6272,"Immigration",489,"Repub",NA,-30,-22,-27.8,"C","decentralized",2,2,"",NA,-22,NA,"Immigration","C2decentralized2Repub","becker 2019","decentralizedImmigrationC2decentralized2Repub","489C2decentralized2Repub",NA
"6273",6273,"Unemployment",487,"Repub",3,3,-3,-46,"C","decentralized",2,2,"",3,-3,NA,"Unemployment","C2decentralized2Repub","becker 2019","decentralizedUnemploymentC2decentralized2Repub","487C2decentralized2Repub",NA
"6274",6274,"Immigration",485,"Repub",-10,30,30,-27.8,"C","decentralized",2,2,"",-10,30,NA,"Immigration","C2decentralized2Repub","becker 2019","decentralizedImmigrationC2decentralized2Repub","485C2decentralized2Repub",NA
"6275",6275,"Immigration",475,"Repub",15,17,15,-27.8,"C","decentralized",2,2,"",15,15,NA,"Immigration","C2decentralized2Repub","becker 2019","decentralizedImmigrationC2decentralized2Repub","475C2decentralized2Repub",NA
"6276",6276,"Immigration",462,"Repub",40,20,20,-27.8,"C","decentralized",2,2,"",40,20,NA,"Immigration","C2decentralized2Repub","becker 2019","decentralizedImmigrationC2decentralized2Repub","462C2decentralized2Repub",NA
"6277",6277,"Soldiers",464,"Repub",5280,5280,5280,4486,"C","decentralized",2,2,"",5280,5280,NA,"Soldiers","C2decentralized2Repub","becker 2019","decentralizedSoldiersC2decentralized2Repub","464C2decentralized2Repub",NA
"6278",6278,"Military",477,"Repub",15,16,16,15,"C","decentralized",2,2,"",15,16,NA,"Military","C2decentralized2Repub","becker 2019","decentralizedMilitaryC2decentralized2Repub","477C2decentralized2Repub",NA
"6279",6279,"Unemployment",456,"Repub",2,2,1,-46,"C","decentralized",2,2,"",2,1,NA,"Unemployment","C2decentralized2Repub","becker 2019","decentralizedUnemploymentC2decentralized2Repub","456C2decentralized2Repub",NA
"6280",6280,"Military",483,"Repub",38,38,38,15,"C","decentralized",2,2,"",38,38,NA,"Military","C2decentralized2Repub","becker 2019","decentralizedMilitaryC2decentralized2Repub","483C2decentralized2Repub",NA
"6281",6281,"Soldiers",483,"Repub",700,1200,1179,4486,"C","decentralized",2,2,"",700,1179,NA,"Soldiers","C2decentralized2Repub","becker 2019","decentralizedSoldiersC2decentralized2Repub","483C2decentralized2Repub",NA
"6282",6282,"Immigration",484,"Repub",12,15,12,-27.8,"C","decentralized",2,2,"",12,12,NA,"Immigration","C2decentralized2Repub","becker 2019","decentralizedImmigrationC2decentralized2Repub","484C2decentralized2Repub",NA
"6283",6283,"Immigration",480,"Repub",95,60,45,-27.8,"C","decentralized",2,2,"",95,45,NA,"Immigration","C2decentralized2Repub","becker 2019","decentralizedImmigrationC2decentralized2Repub","480C2decentralized2Repub",NA
"6284",6284,"Immigration",456,"Repub",NA,NA,NA,-27.8,"C","decentralized",2,2,"",NA,NA,NA,"Immigration","C2decentralized2Repub","becker 2019","decentralizedImmigrationC2decentralized2Repub","456C2decentralized2Repub",NA
"6285",6285,"Military",480,"Repub",15,56,54,15,"C","decentralized",2,2,"",15,54,NA,"Military","C2decentralized2Repub","becker 2019","decentralizedMilitaryC2decentralized2Repub","480C2decentralized2Repub",NA
"6286",6286,"Unemployment",458,"Repub",40,-20,-15,-46,"C","decentralized",2,2,"",40,-15,NA,"Unemployment","C2decentralized2Repub","becker 2019","decentralizedUnemploymentC2decentralized2Repub","458C2decentralized2Repub",NA
"6287",6287,"Unemployment",489,"Repub",-2,-2,-2,-46,"C","decentralized",2,2,"",-2,-2,NA,"Unemployment","C2decentralized2Repub","becker 2019","decentralizedUnemploymentC2decentralized2Repub","489C2decentralized2Repub",NA
"6288",6288,"Military",463,"Repub",NA,32,18,15,"C","decentralized",2,2,"",NA,18,NA,"Military","C2decentralized2Repub","becker 2019","decentralizedMilitaryC2decentralized2Repub","463C2decentralized2Repub",NA
"6289",6289,"Soldiers",475,"Repub",5000,10000,10000,4486,"C","decentralized",2,2,"",5000,10000,NA,"Soldiers","C2decentralized2Repub","becker 2019","decentralizedSoldiersC2decentralized2Repub","475C2decentralized2Repub",NA
"6290",6290,"Unemployment",482,"Repub",-10,-8,-8,-46,"C","decentralized",2,2,"",-10,-8,NA,"Unemployment","C2decentralized2Repub","becker 2019","decentralizedUnemploymentC2decentralized2Repub","482C2decentralized2Repub",NA
"6291",6291,"Immigration",479,"Repub",15,15,15,-27.8,"C","decentralized",2,2,"",15,15,NA,"Immigration","C2decentralized2Repub","becker 2019","decentralizedImmigrationC2decentralized2Repub","479C2decentralized2Repub",NA
"6292",6292,"Unemployment",455,"Repub",-3,3,2.5,-46,"C","decentralized",2,2,"",-3,2.5,NA,"Unemployment","C2decentralized2Repub","becker 2019","decentralizedUnemploymentC2decentralized2Repub","455C2decentralized2Repub",NA
"6293",6293,"Immigration",463,"Repub",1000,2.3,20,-27.8,"C","decentralized",2,2,"",1000,20,NA,"Immigration","C2decentralized2Repub","becker 2019","decentralizedImmigrationC2decentralized2Repub","463C2decentralized2Repub",NA
"6294",6294,"Soldiers",480,"Repub",5000,NA,7000,4486,"C","decentralized",2,2,"",5000,7000,NA,"Soldiers","C2decentralized2Repub","becker 2019","decentralizedSoldiersC2decentralized2Repub","480C2decentralized2Repub",NA
"6295",6295,"Military",464,"Repub",15,15,15,15,"C","decentralized",2,2,"",15,15,NA,"Military","C2decentralized2Repub","becker 2019","decentralizedMilitaryC2decentralized2Repub","464C2decentralized2Repub",NA
"6296",6296,"Unemployment",467,"Repub",-1,-1,-1,-46,"C","decentralized",2,2,"",-1,-1,NA,"Unemployment","C2decentralized2Repub","becker 2019","decentralizedUnemploymentC2decentralized2Repub","467C2decentralized2Repub",NA
"6297",6297,"Immigration",464,"Repub",30,30,30,-27.8,"C","decentralized",2,2,"",30,30,NA,"Immigration","C2decentralized2Repub","becker 2019","decentralizedImmigrationC2decentralized2Repub","464C2decentralized2Repub",NA
"6298",6298,"Soldiers",474,"Repub",2500,2000,4777,4486,"C","decentralized",2,2,"",2500,4777,NA,"Soldiers","C2decentralized2Repub","becker 2019","decentralizedSoldiersC2decentralized2Repub","474C2decentralized2Repub",NA
"6299",6299,"Immigration",458,"Repub",-30,-30,-15,-27.8,"C","decentralized",2,2,"",-30,-15,NA,"Immigration","C2decentralized2Repub","becker 2019","decentralizedImmigrationC2decentralized2Repub","458C2decentralized2Repub",NA
"6300",6300,"Unemployment",475,"Repub",-1,0.25,0.5,-46,"C","decentralized",2,2,"",-1,0.5,NA,"Unemployment","C2decentralized2Repub","becker 2019","decentralizedUnemploymentC2decentralized2Repub","475C2decentralized2Repub",NA
"6301",6301,"Military",460,"Repub",40,50,50,15,"C","decentralized",2,2,"",40,50,NA,"Military","C2decentralized2Repub","becker 2019","decentralizedMilitaryC2decentralized2Repub","460C2decentralized2Repub",NA
"6302",6302,"Soldiers",463,"Repub",4424,4424,4486,4486,"C","decentralized",2,2,"",4424,4486,NA,"Soldiers","C2decentralized2Repub","becker 2019","decentralizedSoldiersC2decentralized2Repub","463C2decentralized2Repub",NA
"6303",6303,"Soldiers",456,"Repub",NA,NA,NA,4486,"C","decentralized",2,2,"",NA,NA,NA,"Soldiers","C2decentralized2Repub","becker 2019","decentralizedSoldiersC2decentralized2Repub","456C2decentralized2Repub",NA
"6304",6304,"Immigration",471,"Repub",10,25,25,-27.8,"C","decentralized",2,2,"",10,25,NA,"Immigration","C2decentralized2Repub","becker 2019","decentralizedImmigrationC2decentralized2Repub","471C2decentralized2Repub",NA
"6305",6305,"Soldiers",471,"Repub",3000,2000,3000,4486,"C","decentralized",2,2,"",3000,3000,NA,"Soldiers","C2decentralized2Repub","becker 2019","decentralizedSoldiersC2decentralized2Repub","471C2decentralized2Repub",NA
"6306",6306,"Military",458,"Repub",6e+07,70,60,15,"C","decentralized",2,2,"1",6e+07,60,NA,"Military","C2decentralized2Repub","becker 2019","decentralizedMilitaryC2decentralized2Repub","458C2decentralized2Repub",NA
"6307",6307,"Unemployment",471,"Repub",-20,-11,-11,-46,"C","decentralized",2,2,"",-20,-11,NA,"Unemployment","C2decentralized2Repub","becker 2019","decentralizedUnemploymentC2decentralized2Repub","471C2decentralized2Repub",NA
"6308",6308,"Soldiers",458,"Repub",4000,4000,4500,4486,"C","decentralized",2,2,"",4000,4500,NA,"Soldiers","C2decentralized2Repub","becker 2019","decentralizedSoldiersC2decentralized2Repub","458C2decentralized2Repub",NA
"6309",6309,"Soldiers",477,"Repub",4000,4500,4500,4486,"C","decentralized",2,2,"",4000,4500,NA,"Soldiers","C2decentralized2Repub","becker 2019","decentralizedSoldiersC2decentralized2Repub","477C2decentralized2Repub",NA
"6310",6310,"Military",517,"Dem",40,30,30,15,"B","decentralized",3,2,"",40,30,NA,"Military","B3decentralized2Dem","becker 2019","decentralizedMilitaryB3decentralized2Dem","517B3decentralized2Dem",NA
"6311",6311,"Military",506,"Dem",25,32,30,15,"B","decentralized",3,2,"",25,30,NA,"Military","B3decentralized2Dem","becker 2019","decentralizedMilitaryB3decentralized2Dem","506B3decentralized2Dem",NA
"6312",6312,"Soldiers",494,"Dem",300,300,300,4486,"B","decentralized",3,2,"",300,300,NA,"Soldiers","B3decentralized2Dem","becker 2019","decentralizedSoldiersB3decentralized2Dem","494B3decentralized2Dem",NA
"6313",6313,"Soldiers",524,"Dem",10000,10000,10000,4486,"B","decentralized",3,2,"",10000,10000,NA,"Soldiers","B3decentralized2Dem","becker 2019","decentralizedSoldiersB3decentralized2Dem","524B3decentralized2Dem",NA
"6314",6314,"Military",496,"Dem",15,15,15,15,"B","decentralized",3,2,"",15,15,NA,"Military","B3decentralized2Dem","becker 2019","decentralizedMilitaryB3decentralized2Dem","496B3decentralized2Dem",NA
"6315",6315,"Immigration",511,"Dem",5,5,5,-27.8,"B","decentralized",3,2,"",5,5,NA,"Immigration","B3decentralized2Dem","becker 2019","decentralizedImmigrationB3decentralized2Dem","511B3decentralized2Dem",NA
"6316",6316,"Soldiers",498,"Dem",3333,3333,3333,4486,"B","decentralized",3,2,"",3333,3333,NA,"Soldiers","B3decentralized2Dem","becker 2019","decentralizedSoldiersB3decentralized2Dem","498B3decentralized2Dem",NA
"6317",6317,"Immigration",517,"Dem",-20,-20,-20,-27.8,"B","decentralized",3,2,"",-20,-20,NA,"Immigration","B3decentralized2Dem","becker 2019","decentralizedImmigrationB3decentralized2Dem","517B3decentralized2Dem",NA
"6318",6318,"Immigration",494,"Dem",-5,-5,-5,-27.8,"B","decentralized",3,2,"",-5,-5,NA,"Immigration","B3decentralized2Dem","becker 2019","decentralizedImmigrationB3decentralized2Dem","494B3decentralized2Dem",NA
"6319",6319,"Soldiers",490,"Dem",5000,5000,5000,4486,"B","decentralized",3,2,"",5000,5000,NA,"Soldiers","B3decentralized2Dem","becker 2019","decentralizedSoldiersB3decentralized2Dem","490B3decentralized2Dem",NA
"6320",6320,"Unemployment",519,"Dem",-4,-2,-2,-46,"B","decentralized",3,2,"",-4,-2,NA,"Unemployment","B3decentralized2Dem","becker 2019","decentralizedUnemploymentB3decentralized2Dem","519B3decentralized2Dem",NA
"6321",6321,"Immigration",514,"Dem",3,3,3,-27.8,"B","decentralized",3,2,"",3,3,NA,"Immigration","B3decentralized2Dem","becker 2019","decentralizedImmigrationB3decentralized2Dem","514B3decentralized2Dem",NA
"6322",6322,"Soldiers",519,"Dem",4000,4000,3800,4486,"B","decentralized",3,2,"",4000,3800,NA,"Soldiers","B3decentralized2Dem","becker 2019","decentralizedSoldiersB3decentralized2Dem","519B3decentralized2Dem",NA
"6323",6323,"Unemployment",494,"Dem",-4.7,-4.7,-4.7,-46,"B","decentralized",3,2,"",-4.7,-4.7,NA,"Unemployment","B3decentralized2Dem","becker 2019","decentralizedUnemploymentB3decentralized2Dem","494B3decentralized2Dem",NA
"6324",6324,"Military",514,"Dem",25,25,25,15,"B","decentralized",3,2,"",25,25,NA,"Military","B3decentralized2Dem","becker 2019","decentralizedMilitaryB3decentralized2Dem","514B3decentralized2Dem",NA
"6325",6325,"Unemployment",523,"Dem",-37,-53,-67,-46,"B","decentralized",3,2,"",-37,-67,NA,"Unemployment","B3decentralized2Dem","becker 2019","decentralizedUnemploymentB3decentralized2Dem","523B3decentralized2Dem",NA
"6326",6326,"Immigration",496,"Dem",20,18,18,-27.8,"B","decentralized",3,2,"",20,18,NA,"Immigration","B3decentralized2Dem","becker 2019","decentralizedImmigrationB3decentralized2Dem","496B3decentralized2Dem",NA
"6327",6327,"Soldiers",517,"Dem",1500,1500,1500,4486,"B","decentralized",3,2,"",1500,1500,NA,"Soldiers","B3decentralized2Dem","becker 2019","decentralizedSoldiersB3decentralized2Dem","517B3decentralized2Dem",NA
"6328",6328,"Soldiers",491,"Dem",2500,4500,6300,4486,"B","decentralized",3,2,"",2500,6300,NA,"Soldiers","B3decentralized2Dem","becker 2019","decentralizedSoldiersB3decentralized2Dem","491B3decentralized2Dem",NA
"6329",6329,"Unemployment",513,"Dem",NA,NA,NA,-46,"B","decentralized",3,2,"",NA,NA,NA,"Unemployment","B3decentralized2Dem","becker 2019","decentralizedUnemploymentB3decentralized2Dem","513B3decentralized2Dem",NA
"6330",6330,"Immigration",519,"Dem",-7e+05,-8,-8,-27.8,"B","decentralized",3,2,"1",-7e+05,-8,NA,"Immigration","B3decentralized2Dem","becker 2019","decentralizedImmigrationB3decentralized2Dem","519B3decentralized2Dem",NA
"6331",6331,"Immigration",492,"Dem",20,15,5,-27.8,"B","decentralized",3,2,"",20,5,NA,"Immigration","B3decentralized2Dem","becker 2019","decentralizedImmigrationB3decentralized2Dem","492B3decentralized2Dem",NA
"6332",6332,"Soldiers",514,"Dem",15000,15000,15000,4486,"B","decentralized",3,2,"",15000,15000,NA,"Soldiers","B3decentralized2Dem","becker 2019","decentralizedSoldiersB3decentralized2Dem","514B3decentralized2Dem",NA
"6333",6333,"Soldiers",492,"Dem",150,4000,4500,4486,"B","decentralized",3,2,"",150,4500,NA,"Soldiers","B3decentralized2Dem","becker 2019","decentralizedSoldiersB3decentralized2Dem","492B3decentralized2Dem",NA
