"","X","q","user_id","party","response_1","response_2","response_3","truth","set","network","pair_id","experiment","remove_extreme","pre_influence","post_influence","task","trial","dataset"
"6675",6675,"Immigration",563,"Dem",25,25,15,-27.8,"C","decentralized",3,2,"",25,15,"Immigration","C3decentralized2Dem","becker 2019"
"6676",6676,"Unemployment",573,"Dem",20,20,5,-46,"C","decentralized",3,2,"",20,5,"Unemployment","C3decentralized2Dem","becker 2019"
"6677",6677,"Military",593,"Dem",80,65,21,15,"C","decentralized",3,2,"",80,21,"Military","C3decentralized2Dem","becker 2019"
"6678",6678,"Unemployment",561,"Dem",2,-2,-2,-46,"C","decentralized",3,2,"",2,-2,"Unemployment","C3decentralized2Dem","becker 2019"
"6679",6679,"Soldiers",572,"Dem",5e+05,250000,1e+05,4486,"C","decentralized",3,2,"",5e+05,1e+05,"Soldiers","C3decentralized2Dem","becker 2019"
"6680",6680,"Unemployment",593,"Dem",4,-2,-1.4,-46,"C","decentralized",3,2,"",4,-1.4,"Unemployment","C3decentralized2Dem","becker 2019"
"6681",6681,"Unemployment",586,"Dem",5,4.5,NA,-46,"C","decentralized",3,2,"",5,NA,"Unemployment","C3decentralized2Dem","becker 2019"
"6682",6682,"Immigration",569,"Dem",-80,-10,-10,-27.8,"C","decentralized",3,2,"",-80,-10,"Immigration","C3decentralized2Dem","becker 2019"
"6683",6683,"Military",565,"Dem",50,40,25,15,"C","decentralized",3,2,"",50,25,"Military","C3decentralized2Dem","becker 2019"
"6684",6684,"Soldiers",560,"Dem",1800,2500,3000,4486,"C","decentralized",3,2,"",1800,3000,"Soldiers","C3decentralized2Dem","becker 2019"
"6685",6685,"Unemployment",580,"Dem",5,3,5,-46,"C","decentralized",3,2,"",5,5,"Unemployment","C3decentralized2Dem","becker 2019"
"6686",6686,"Soldiers",577,"Dem",3500,3500,3500,4486,"C","decentralized",3,2,"",3500,3500,"Soldiers","C3decentralized2Dem","becker 2019"
"6687",6687,"Unemployment",581,"Dem",-12,-12,-12,-46,"C","decentralized",3,2,"",-12,-12,"Unemployment","C3decentralized2Dem","becker 2019"
"6688",6688,"Soldiers",594,"Dem",10000,126512,17362,4486,"C","decentralized",3,2,"",10000,17362,"Soldiers","C3decentralized2Dem","becker 2019"
"6689",6689,"Unemployment",568,"Dem",-2,-2,-4.8,-46,"C","decentralized",3,2,"",-2,-4.8,"Unemployment","C3decentralized2Dem","becker 2019"
"6690",6690,"Military",594,"Dem",2e+09,50,35,15,"C","decentralized",3,2,"1",2e+09,35,"Military","C3decentralized2Dem","becker 2019"
"6691",6691,"Soldiers",581,"Dem",4000,5000,5000,4486,"C","decentralized",3,2,"",4000,5000,"Soldiers","C3decentralized2Dem","becker 2019"
"6692",6692,"Immigration",587,"Dem",15,0,-18,-27.8,"C","decentralized",3,2,"",15,-18,"Immigration","C3decentralized2Dem","becker 2019"
"6693",6693,"Soldiers",587,"Dem",1e+05,4000,4500,4486,"C","decentralized",3,2,"",1e+05,4500,"Soldiers","C3decentralized2Dem","becker 2019"
"6694",6694,"Unemployment",587,"Dem",-3,-3,-3,-46,"C","decentralized",3,2,"",-3,-3,"Unemployment","C3decentralized2Dem","becker 2019"
"6695",6695,"Military",578,"Dem",28,20,20,15,"C","decentralized",3,2,"",28,20,"Military","C3decentralized2Dem","becker 2019"
"6696",6696,"Immigration",568,"Dem",NA,8e+06,5.5,-27.8,"C","decentralized",3,2,"2",NA,5.5,"Immigration","C3decentralized2Dem","becker 2019"
"6697",6697,"Unemployment",575,"Dem",2,5,3,-46,"C","decentralized",3,2,"",2,3,"Unemployment","C3decentralized2Dem","becker 2019"
"6698",6698,"Soldiers",565,"Dem",100,4500,5000,4486,"C","decentralized",3,2,"",100,5000,"Soldiers","C3decentralized2Dem","becker 2019"
"6699",6699,"Military",580,"Dem",60,65,65,15,"C","decentralized",3,2,"",60,65,"Military","C3decentralized2Dem","becker 2019"
"6700",6700,"Military",588,"Dem",50,6,10,15,"C","decentralized",3,2,"",50,10,"Military","C3decentralized2Dem","becker 2019"
"6701",6701,"Soldiers",576,"Dem",4000,4000,4000,4486,"C","decentralized",3,2,"",4000,4000,"Soldiers","C3decentralized2Dem","becker 2019"
"6702",6702,"Immigration",576,"Dem",NA,-2.6,0,-27.8,"C","decentralized",3,2,"",NA,0,"Immigration","C3decentralized2Dem","becker 2019"
"6703",6703,"Unemployment",594,"Dem",3,9,6,-46,"C","decentralized",3,2,"",3,6,"Unemployment","C3decentralized2Dem","becker 2019"
"6704",6704,"Unemployment",571,"Dem",8,8,8,-46,"C","decentralized",3,2,"",8,8,"Unemployment","C3decentralized2Dem","becker 2019"
"6705",6705,"Unemployment",565,"Dem",15,-3,-4.5,-46,"C","decentralized",3,2,"",15,-4.5,"Unemployment","C3decentralized2Dem","becker 2019"
"6706",6706,"Military",571,"Dem",10,15,15,15,"C","decentralized",3,2,"",10,15,"Military","C3decentralized2Dem","becker 2019"
"6707",6707,"Soldiers",569,"Dem",4000,5000,4500,4486,"C","decentralized",3,2,"",4000,4500,"Soldiers","C3decentralized2Dem","becker 2019"
"6708",6708,"Immigration",575,"Dem",50,50,25,-27.8,"C","decentralized",3,2,"",50,25,"Immigration","C3decentralized2Dem","becker 2019"
"6709",6709,"Military",579,"Dem",16,16,13,15,"C","decentralized",3,2,"",16,13,"Military","C3decentralized2Dem","becker 2019"
"6710",6710,"Military",585,"Dem",25,30,25,15,"C","decentralized",3,2,"",25,25,"Military","C3decentralized2Dem","becker 2019"
"6711",6711,"Immigration",565,"Dem",30,20,15,-27.8,"C","decentralized",3,2,"",30,15,"Immigration","C3decentralized2Dem","becker 2019"
"6712",6712,"Immigration",584,"Dem",8,-10,8,-27.8,"C","decentralized",3,2,"",8,8,"Immigration","C3decentralized2Dem","becker 2019"
"6713",6713,"Immigration",582,"Dem",-20,-27,NA,-27.8,"C","decentralized",3,2,"",-20,NA,"Immigration","C3decentralized2Dem","becker 2019"
"6714",6714,"Soldiers",579,"Dem",1200,4000,4500,4486,"C","decentralized",3,2,"",1200,4500,"Soldiers","C3decentralized2Dem","becker 2019"
"6715",6715,"Unemployment",584,"Dem",1.1,0.8,1.5,-46,"C","decentralized",3,2,"",1.1,1.5,"Unemployment","C3decentralized2Dem","becker 2019"
"6716",6716,"Soldiers",582,"Dem",63000,25000,5800,4486,"C","decentralized",3,2,"",63000,5800,"Soldiers","C3decentralized2Dem","becker 2019"
"6717",6717,"Immigration",571,"Dem",-8,-10,-8,-27.8,"C","decentralized",3,2,"",-8,-8,"Immigration","C3decentralized2Dem","becker 2019"
"6718",6718,"Unemployment",582,"Dem",-15,-5,-6,-46,"C","decentralized",3,2,"",-15,-6,"Unemployment","C3decentralized2Dem","becker 2019"
"6719",6719,"Soldiers",589,"Dem",500,1000,1000,4486,"C","decentralized",3,2,"",500,1000,"Soldiers","C3decentralized2Dem","becker 2019"
"6720",6720,"Immigration",566,"Dem",-33,-33,-33,-27.8,"C","decentralized",3,2,"",-33,-33,"Immigration","C3decentralized2Dem","becker 2019"
"6721",6721,"Immigration",581,"Dem",10,10,10,-27.8,"C","decentralized",3,2,"",10,10,"Immigration","C3decentralized2Dem","becker 2019"
"6722",6722,"Soldiers",564,"Dem",425,1200,4400,4486,"C","decentralized",3,2,"",425,4400,"Soldiers","C3decentralized2Dem","becker 2019"
"6723",6723,"Military",562,"Dem",60,55,44,15,"C","decentralized",3,2,"",60,44,"Military","C3decentralized2Dem","becker 2019"
"6724",6724,"Soldiers",562,"Dem",5000,4500,27000,4486,"C","decentralized",3,2,"",5000,27000,"Soldiers","C3decentralized2Dem","becker 2019"
"6725",6725,"Military",582,"Dem",83,26,33,15,"C","decentralized",3,2,"",83,33,"Military","C3decentralized2Dem","becker 2019"
"6726",6726,"Soldiers",585,"Dem",10000,8000,7000,4486,"C","decentralized",3,2,"",10000,7000,"Soldiers","C3decentralized2Dem","becker 2019"
"6727",6727,"Soldiers",575,"Dem",5000,14000,6000,4486,"C","decentralized",3,2,"",5000,6000,"Soldiers","C3decentralized2Dem","becker 2019"
"6728",6728,"Military",581,"Dem",2,2,2,15,"C","decentralized",3,2,"",2,2,"Military","C3decentralized2Dem","becker 2019"
"6729",6729,"Immigration",594,"Dem",20,10,5,-27.8,"C","decentralized",3,2,"",20,5,"Immigration","C3decentralized2Dem","becker 2019"
"6730",6730,"Unemployment",628,"Dem",-3,-6,-5,-46,"A","solo",1,2,"",-3,-5,"Unemployment","A1solo2Dem","becker 2019"
"6731",6731,"Immigration",628,"Dem",-5,-8,-7,-27.8,"A","solo",1,2,"",-5,-7,"Immigration","A1solo2Dem","becker 2019"
"6732",6732,"Military",628,"Dem",24,22,23,15,"A","solo",1,2,"",24,23,"Military","A1solo2Dem","becker 2019"
"6733",6733,"Soldiers",628,"Dem",750000,8e+05,825000,4486,"A","solo",1,2,"",750000,825000,"Soldiers","A1solo2Dem","becker 2019"
"6734",6734,"Unemployment",661,"Dem",-23,-27,-23,-46,"A","solo",1,2,"",-23,-23,"Unemployment","A1solo2Dem","becker 2019"
"6735",6735,"Immigration",661,"Dem",-10,-8,-8,-27.8,"A","solo",1,2,"",-10,-8,"Immigration","A1solo2Dem","becker 2019"
"6736",6736,"Military",661,"Dem",14,8,12,15,"A","solo",1,2,"",14,12,"Military","A1solo2Dem","becker 2019"
"6737",6737,"Soldiers",661,"Dem",4e+05,450000,450000,4486,"A","solo",1,2,"",4e+05,450000,"Soldiers","A1solo2Dem","becker 2019"
"6738",6738,"Unemployment",664,"Dem",-4,-5,-5,-46,"A","solo",1,2,"",-4,-5,"Unemployment","A1solo2Dem","becker 2019"
"6739",6739,"Immigration",664,"Dem",3,3,3,-27.8,"A","solo",1,2,"",3,3,"Immigration","A1solo2Dem","becker 2019"
"6740",6740,"Military",664,"Dem",52,52,52,15,"A","solo",1,2,"",52,52,"Military","A1solo2Dem","becker 2019"
"6741",6741,"Soldiers",664,"Dem",1e+07,100000090,100009990,4486,"A","solo",1,2,"1-2-3",1e+07,100009990,"Soldiers","A1solo2Dem","becker 2019"
"6742",6742,"Unemployment",602,"Dem",-1,-1,-1,-46,"A","solo",1,2,"",-1,-1,"Unemployment","A1solo2Dem","becker 2019"
"6743",6743,"Immigration",602,"Dem",-2,-2,-2,-27.8,"A","solo",1,2,"",-2,-2,"Immigration","A1solo2Dem","becker 2019"
"6744",6744,"Military",602,"Dem",30,30,30,15,"A","solo",1,2,"",30,30,"Military","A1solo2Dem","becker 2019"
"6745",6745,"Soldiers",602,"Dem",3000,3000,3000,4486,"A","solo",1,2,"",3000,3000,"Soldiers","A1solo2Dem","becker 2019"
"6746",6746,"Unemployment",603,"Dem",-5,-5,-5,-46,"A","solo",1,2,"",-5,-5,"Unemployment","A1solo2Dem","becker 2019"
"6747",6747,"Immigration",603,"Dem",-10,-10,-10,-27.8,"A","solo",1,2,"",-10,-10,"Immigration","A1solo2Dem","becker 2019"
"6748",6748,"Military",603,"Dem",27,27,27,15,"A","solo",1,2,"",27,27,"Military","A1solo2Dem","becker 2019"
"6749",6749,"Soldiers",603,"Dem",1e+05,2e+05,2e+05,4486,"A","solo",1,2,"",1e+05,2e+05,"Soldiers","A1solo2Dem","becker 2019"
"6750",6750,"Unemployment",605,"Dem",50,50,48,-46,"A","solo",1,2,"",50,48,"Unemployment","A1solo2Dem","becker 2019"
"6751",6751,"Immigration",605,"Dem",90,95,95,-27.8,"A","solo",1,2,"",90,95,"Immigration","A1solo2Dem","becker 2019"
"6752",6752,"Military",605,"Dem",68,15,15,15,"A","solo",1,2,"",68,15,"Military","A1solo2Dem","becker 2019"
"6753",6753,"Soldiers",605,"Dem",4500,4484,4484,4486,"A","solo",1,2,"",4500,4484,"Soldiers","A1solo2Dem","becker 2019"
"6754",6754,"Unemployment",608,"Dem",5,-62,-62,-46,"A","solo",1,2,"",5,-62,"Unemployment","A1solo2Dem","becker 2019"
"6755",6755,"Immigration",608,"Dem",NA,15,15,-27.8,"A","solo",1,2,"",NA,15,"Immigration","A1solo2Dem","becker 2019"
"6756",6756,"Military",608,"Dem",16,16,16,15,"A","solo",1,2,"",16,16,"Military","A1solo2Dem","becker 2019"
"6757",6757,"Soldiers",608,"Dem",116277,116277,116277,4486,"A","solo",1,2,"",116277,116277,"Soldiers","A1solo2Dem","becker 2019"
"6758",6758,"Unemployment",616,"Dem",-20,-20,-20,-46,"A","solo",1,2,"",-20,-20,"Unemployment","A1solo2Dem","becker 2019"
"6759",6759,"Immigration",616,"Dem",-10,-10,-10,-27.8,"A","solo",1,2,"",-10,-10,"Immigration","A1solo2Dem","becker 2019"
"6760",6760,"Military",616,"Dem",60,60,60,15,"A","solo",1,2,"",60,60,"Military","A1solo2Dem","becker 2019"
"6761",6761,"Soldiers",616,"Dem",7900,8000,8000,4486,"A","solo",1,2,"",7900,8000,"Soldiers","A1solo2Dem","becker 2019"
"6762",6762,"Unemployment",618,"Dem",8,2,2,-46,"A","solo",1,2,"",8,2,"Unemployment","A1solo2Dem","becker 2019"
"6763",6763,"Immigration",618,"Dem",2,2,2,-27.8,"A","solo",1,2,"",2,2,"Immigration","A1solo2Dem","becker 2019"
"6764",6764,"Military",618,"Dem",50,50,5,15,"A","solo",1,2,"",50,5,"Military","A1solo2Dem","becker 2019"
"6765",6765,"Soldiers",618,"Dem",3000,3000,3000,4486,"A","solo",1,2,"",3000,3000,"Soldiers","A1solo2Dem","becker 2019"
"6766",6766,"Unemployment",619,"Dem",3,3,3,-46,"A","solo",1,2,"",3,3,"Unemployment","A1solo2Dem","becker 2019"
"6767",6767,"Immigration",619,"Dem",15,15,15,-27.8,"A","solo",1,2,"",15,15,"Immigration","A1solo2Dem","becker 2019"
"6768",6768,"Military",619,"Dem",70,70,70,15,"A","solo",1,2,"",70,70,"Military","A1solo2Dem","becker 2019"
"6769",6769,"Soldiers",619,"Dem",4500,4500,1500,4486,"A","solo",1,2,"",4500,1500,"Soldiers","A1solo2Dem","becker 2019"
"6770",6770,"Unemployment",620,"Dem",-30,-30,-30,-46,"A","solo",1,2,"",-30,-30,"Unemployment","A1solo2Dem","becker 2019"
"6771",6771,"Immigration",620,"Dem",50,5,50,-27.8,"A","solo",1,2,"",50,50,"Immigration","A1solo2Dem","becker 2019"
"6772",6772,"Military",620,"Dem",25,25,50,15,"A","solo",1,2,"",25,50,"Military","A1solo2Dem","becker 2019"
"6773",6773,"Soldiers",620,"Dem",1e+05,1e+05,1e+05,4486,"A","solo",1,2,"",1e+05,1e+05,"Soldiers","A1solo2Dem","becker 2019"
"6774",6774,"Unemployment",632,"Dem",-2.5,-2,-2,-46,"A","solo",1,2,"",-2.5,-2,"Unemployment","A1solo2Dem","becker 2019"
"6775",6775,"Immigration",632,"Dem",-10,-15,-15,-27.8,"A","solo",1,2,"",-10,-15,"Immigration","A1solo2Dem","becker 2019"
"6776",6776,"Military",632,"Dem",40,40,40,15,"A","solo",1,2,"",40,40,"Military","A1solo2Dem","becker 2019"
"6777",6777,"Soldiers",632,"Dem",10000,8500,9000,4486,"A","solo",1,2,"",10000,9000,"Soldiers","A1solo2Dem","becker 2019"
"6778",6778,"Unemployment",634,"Dem",-6,-6,-6,-46,"A","solo",1,2,"",-6,-6,"Unemployment","A1solo2Dem","becker 2019"
"6779",6779,"Immigration",634,"Dem",120,120,120,-27.8,"A","solo",1,2,"",120,120,"Immigration","A1solo2Dem","becker 2019"
"6780",6780,"Military",634,"Dem",25,25,25,15,"A","solo",1,2,"",25,25,"Military","A1solo2Dem","becker 2019"
"6781",6781,"Soldiers",634,"Dem",4500,4500,4500,4486,"A","solo",1,2,"",4500,4500,"Soldiers","A1solo2Dem","becker 2019"
"6782",6782,"Unemployment",635,"Dem",12,12,12,-46,"A","solo",1,2,"",12,12,"Unemployment","A1solo2Dem","becker 2019"
"6783",6783,"Immigration",635,"Dem",4,4,4,-27.8,"A","solo",1,2,"",4,4,"Immigration","A1solo2Dem","becker 2019"
"6784",6784,"Military",635,"Dem",22,22,22,15,"A","solo",1,2,"",22,22,"Military","A1solo2Dem","becker 2019"
"6785",6785,"Soldiers",635,"Dem",455,455,455,4486,"A","solo",1,2,"",455,455,"Soldiers","A1solo2Dem","becker 2019"
"6786",6786,"Unemployment",637,"Dem",60,60,60,-46,"A","solo",1,2,"",60,60,"Unemployment","A1solo2Dem","becker 2019"
"6787",6787,"Immigration",637,"Dem",22,22,22,-27.8,"A","solo",1,2,"",22,22,"Immigration","A1solo2Dem","becker 2019"
"6788",6788,"Military",637,"Dem",35,55,48,15,"A","solo",1,2,"",35,48,"Military","A1solo2Dem","becker 2019"
"6789",6789,"Soldiers",637,"Dem",50000,20000,35000,4486,"A","solo",1,2,"",50000,35000,"Soldiers","A1solo2Dem","becker 2019"
"6790",6790,"Unemployment",638,"Dem",NA,NA,NA,-46,"A","solo",1,2,"",NA,NA,"Unemployment","A1solo2Dem","becker 2019"
"6791",6791,"Immigration",638,"Dem",NA,NA,NA,-27.8,"A","solo",1,2,"",NA,NA,"Immigration","A1solo2Dem","becker 2019"
"6792",6792,"Military",638,"Dem",NA,NA,NA,15,"A","solo",1,2,"",NA,NA,"Military","A1solo2Dem","becker 2019"
"6793",6793,"Soldiers",638,"Dem",NA,NA,NA,4486,"A","solo",1,2,"",NA,NA,"Soldiers","A1solo2Dem","becker 2019"
"6794",6794,"Unemployment",640,"Dem",-18,-18,-18,-46,"A","solo",1,2,"",-18,-18,"Unemployment","A1solo2Dem","becker 2019"
"6795",6795,"Immigration",640,"Dem",20,20,20,-27.8,"A","solo",1,2,"",20,20,"Immigration","A1solo2Dem","becker 2019"
"6796",6796,"Military",640,"Dem",30,30,30,15,"A","solo",1,2,"",30,30,"Military","A1solo2Dem","becker 2019"
"6797",6797,"Soldiers",640,"Dem",15000,12000,12000,4486,"A","solo",1,2,"",15000,12000,"Soldiers","A1solo2Dem","becker 2019"
"6798",6798,"Unemployment",643,"Dem",75,-15,4,-46,"A","solo",1,2,"",75,4,"Unemployment","A1solo2Dem","becker 2019"
"6799",6799,"Immigration",643,"Dem",50,-35,49,-27.8,"A","solo",1,2,"",50,49,"Immigration","A1solo2Dem","becker 2019"
"6800",6800,"Military",643,"Dem",70,70,50,15,"A","solo",1,2,"",70,50,"Military","A1solo2Dem","becker 2019"
"6801",6801,"Soldiers",643,"Dem",1500,3000,3500,4486,"A","solo",1,2,"",1500,3500,"Soldiers","A1solo2Dem","becker 2019"
"6802",6802,"Unemployment",644,"Dem",-6,-8,-7,-46,"A","solo",1,2,"",-6,-7,"Unemployment","A1solo2Dem","becker 2019"
"6803",6803,"Immigration",644,"Dem",10,-10,-13,-27.8,"A","solo",1,2,"",10,-13,"Immigration","A1solo2Dem","becker 2019"
"6804",6804,"Military",644,"Dem",55,50,50,15,"A","solo",1,2,"",55,50,"Military","A1solo2Dem","becker 2019"
"6805",6805,"Soldiers",644,"Dem",2000,1500,1800,4486,"A","solo",1,2,"",2000,1800,"Soldiers","A1solo2Dem","becker 2019"
"6806",6806,"Unemployment",645,"Dem",2,2,2,-46,"A","solo",1,2,"",2,2,"Unemployment","A1solo2Dem","becker 2019"
"6807",6807,"Immigration",645,"Dem",3,3,3,-27.8,"A","solo",1,2,"",3,3,"Immigration","A1solo2Dem","becker 2019"
"6808",6808,"Military",645,"Dem",35,35,40,15,"A","solo",1,2,"",35,40,"Military","A1solo2Dem","becker 2019"
"6809",6809,"Soldiers",645,"Dem",40000,40000,40000,4486,"A","solo",1,2,"",40000,40000,"Soldiers","A1solo2Dem","becker 2019"
"6810",6810,"Unemployment",646,"Dem",-2,-2,-2,-46,"A","solo",1,2,"",-2,-2,"Unemployment","A1solo2Dem","becker 2019"
"6811",6811,"Immigration",646,"Dem",7.1,1,1,-27.8,"A","solo",1,2,"",7.1,1,"Immigration","A1solo2Dem","becker 2019"
"6812",6812,"Military",646,"Dem",0.5,1,1,15,"A","solo",1,2,"",0.5,1,"Military","A1solo2Dem","becker 2019"
"6813",6813,"Soldiers",646,"Dem",2500,2500,2500,4486,"A","solo",1,2,"",2500,2500,"Soldiers","A1solo2Dem","becker 2019"
"6814",6814,"Unemployment",647,"Dem",-5,-6,-5,-46,"A","solo",1,2,"",-5,-5,"Unemployment","A1solo2Dem","becker 2019"
"6815",6815,"Immigration",647,"Dem",78,1.1,1.1,-27.8,"A","solo",1,2,"",78,1.1,"Immigration","A1solo2Dem","becker 2019"
"6816",6816,"Military",647,"Dem",67,78,78,15,"A","solo",1,2,"",67,78,"Military","A1solo2Dem","becker 2019"
"6817",6817,"Soldiers",647,"Dem",110,1100,1100,4486,"A","solo",1,2,"",110,1100,"Soldiers","A1solo2Dem","becker 2019"
"6818",6818,"Unemployment",648,"Dem",-3,-5,-4,-46,"A","solo",1,2,"",-3,-4,"Unemployment","A1solo2Dem","becker 2019"
"6819",6819,"Immigration",648,"Dem",20,30,-27,-27.8,"A","solo",1,2,"",20,-27,"Immigration","A1solo2Dem","becker 2019"
"6820",6820,"Military",648,"Dem",33,30,31,15,"A","solo",1,2,"",33,31,"Military","A1solo2Dem","becker 2019"
"6821",6821,"Soldiers",648,"Dem",1e+05,70000,65000,4486,"A","solo",1,2,"",1e+05,65000,"Soldiers","A1solo2Dem","becker 2019"
"6822",6822,"Unemployment",649,"Dem",-4,-4,-4,-46,"A","solo",1,2,"",-4,-4,"Unemployment","A1solo2Dem","becker 2019"
"6823",6823,"Immigration",649,"Dem",15,15,15,-27.8,"A","solo",1,2,"",15,15,"Immigration","A1solo2Dem","becker 2019"
"6824",6824,"Military",649,"Dem",4,5,5,15,"A","solo",1,2,"",4,5,"Military","A1solo2Dem","becker 2019"
"6825",6825,"Soldiers",649,"Dem",2000,2000,2000,4486,"A","solo",1,2,"",2000,2000,"Soldiers","A1solo2Dem","becker 2019"
"6826",6826,"Unemployment",651,"Dem",-5,-5,-6,-46,"A","solo",1,2,"",-5,-6,"Unemployment","A1solo2Dem","becker 2019"
"6827",6827,"Immigration",651,"Dem",-50,-50,-50,-27.8,"A","solo",1,2,"",-50,-50,"Immigration","A1solo2Dem","becker 2019"
"6828",6828,"Military",651,"Dem",NA,40,30,15,"A","solo",1,2,"",NA,30,"Military","A1solo2Dem","becker 2019"
"6829",6829,"Soldiers",651,"Dem",3600,3600,3600,4486,"A","solo",1,2,"",3600,3600,"Soldiers","A1solo2Dem","becker 2019"
"6830",6830,"Unemployment",652,"Dem",3,3,-2,-46,"A","solo",1,2,"",3,-2,"Unemployment","A1solo2Dem","becker 2019"
"6831",6831,"Immigration",652,"Dem",10,-5,0,-27.8,"A","solo",1,2,"",10,0,"Immigration","A1solo2Dem","becker 2019"
"6832",6832,"Military",652,"Dem",33,30,30,15,"A","solo",1,2,"",33,30,"Military","A1solo2Dem","becker 2019"
"6833",6833,"Soldiers",652,"Dem",2000,2000,2000,4486,"A","solo",1,2,"",2000,2000,"Soldiers","A1solo2Dem","becker 2019"
"6834",6834,"Unemployment",653,"Dem",-4,-5,-4,-46,"A","solo",1,2,"",-4,-4,"Unemployment","A1solo2Dem","becker 2019"
"6835",6835,"Immigration",653,"Dem",-1,-1,-1,-27.8,"A","solo",1,2,"",-1,-1,"Immigration","A1solo2Dem","becker 2019"
"6836",6836,"Military",653,"Dem",25,30,30,15,"A","solo",1,2,"",25,30,"Military","A1solo2Dem","becker 2019"
"6837",6837,"Soldiers",653,"Dem",8000,8000,8000,4486,"A","solo",1,2,"",8000,8000,"Soldiers","A1solo2Dem","becker 2019"
"6838",6838,"Unemployment",654,"Dem",-7,-7,-7,-46,"A","solo",1,2,"",-7,-7,"Unemployment","A1solo2Dem","becker 2019"
"6839",6839,"Immigration",654,"Dem",75,67,67,-27.8,"A","solo",1,2,"",75,67,"Immigration","A1solo2Dem","becker 2019"
"6840",6840,"Military",654,"Dem",35,35,35,15,"A","solo",1,2,"",35,35,"Military","A1solo2Dem","becker 2019"
"6841",6841,"Soldiers",654,"Dem",5000,5000,5500,4486,"A","solo",1,2,"",5000,5500,"Soldiers","A1solo2Dem","becker 2019"
"6842",6842,"Unemployment",655,"Dem",-2,-3,-3,-46,"A","solo",1,2,"",-2,-3,"Unemployment","A1solo2Dem","becker 2019"
"6843",6843,"Immigration",655,"Dem",-10,-10,-10,-27.8,"A","solo",1,2,"",-10,-10,"Immigration","A1solo2Dem","becker 2019"
"6844",6844,"Military",655,"Dem",2,15,15,15,"A","solo",1,2,"",2,15,"Military","A1solo2Dem","becker 2019"
"6845",6845,"Soldiers",655,"Dem",500,1000,750,4486,"A","solo",1,2,"",500,750,"Soldiers","A1solo2Dem","becker 2019"
"6846",6846,"Unemployment",656,"Dem",-9,-9,-8,-46,"A","solo",1,2,"",-9,-8,"Unemployment","A1solo2Dem","becker 2019"
"6847",6847,"Immigration",656,"Dem",0,0,1,-27.8,"A","solo",1,2,"",0,1,"Immigration","A1solo2Dem","becker 2019"
"6848",6848,"Military",656,"Dem",25,25,20,15,"A","solo",1,2,"",25,20,"Military","A1solo2Dem","becker 2019"
"6849",6849,"Soldiers",656,"Dem",5000,5000,5000,4486,"A","solo",1,2,"",5000,5000,"Soldiers","A1solo2Dem","becker 2019"
"6850",6850,"Unemployment",657,"Dem",-20,-20,-20,-46,"A","solo",1,2,"",-20,-20,"Unemployment","A1solo2Dem","becker 2019"
"6851",6851,"Immigration",657,"Dem",5,3,3,-27.8,"A","solo",1,2,"",5,3,"Immigration","A1solo2Dem","becker 2019"
"6852",6852,"Military",657,"Dem",32,32,32,15,"A","solo",1,2,"",32,32,"Military","A1solo2Dem","becker 2019"
"6853",6853,"Soldiers",657,"Dem",1e+05,1e+05,1e+05,4486,"A","solo",1,2,"",1e+05,1e+05,"Soldiers","A1solo2Dem","becker 2019"
"6854",6854,"Unemployment",658,"Dem",5,5,3,-46,"A","solo",1,2,"",5,3,"Unemployment","A1solo2Dem","becker 2019"
"6855",6855,"Immigration",658,"Dem",15,-10,10,-27.8,"A","solo",1,2,"",15,10,"Immigration","A1solo2Dem","becker 2019"
"6856",6856,"Military",658,"Dem",NA,NA,40,15,"A","solo",1,2,"",NA,40,"Military","A1solo2Dem","becker 2019"
"6857",6857,"Soldiers",658,"Dem",3000,3000,3000,4486,"A","solo",1,2,"",3000,3000,"Soldiers","A1solo2Dem","becker 2019"
"6858",6858,"Unemployment",659,"Dem",-25,-50,-33,-46,"A","solo",1,2,"",-25,-33,"Unemployment","A1solo2Dem","becker 2019"
"6859",6859,"Immigration",659,"Dem",2,2.5,2.5,-27.8,"A","solo",1,2,"",2,2.5,"Immigration","A1solo2Dem","becker 2019"
"6860",6860,"Military",659,"Dem",35,35,33,15,"A","solo",1,2,"",35,33,"Military","A1solo2Dem","becker 2019"
"6861",6861,"Soldiers",659,"Dem",180,2000,2500,4486,"A","solo",1,2,"",180,2500,"Soldiers","A1solo2Dem","becker 2019"
"6862",6862,"Unemployment",660,"Dem",-1.1,-0.9,-0.8,-46,"A","solo",1,2,"",-1.1,-0.8,"Unemployment","A1solo2Dem","becker 2019"
"6863",6863,"Immigration",660,"Dem",11,12,12,-27.8,"A","solo",1,2,"",11,12,"Immigration","A1solo2Dem","becker 2019"
"6864",6864,"Military",660,"Dem",12,8,9,15,"A","solo",1,2,"",12,9,"Military","A1solo2Dem","becker 2019"
"6865",6865,"Soldiers",660,"Dem",400,420,420,4486,"A","solo",1,2,"",400,420,"Soldiers","A1solo2Dem","becker 2019"
"6866",6866,"Unemployment",662,"Dem",-20,-25,-30,-46,"A","solo",1,2,"",-20,-30,"Unemployment","A1solo2Dem","becker 2019"
"6867",6867,"Immigration",662,"Dem",-10,-20,-30,-27.8,"A","solo",1,2,"",-10,-30,"Immigration","A1solo2Dem","becker 2019"
"6868",6868,"Military",662,"Dem",35,34,33,15,"A","solo",1,2,"",35,33,"Military","A1solo2Dem","becker 2019"
